"Data,""1.OrgUnit Ownership"",""2.OrgUnit Type(Level of Care)"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bebeji Local Government Area"",""kn Bebeji Ward"",""kn Bebeji  General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Kanawa Ward"",""kn Kanawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kibiya Local Government Area"",""kn Kibiya 2 Ward"",""kn Gunda Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Minjibir Local Government Area"",""kn Wasai Ward"",""kn Wasai Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"","""",""kn Sumaila Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"",""kn Gafasa Ward"",""kn Danmalam Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"","""",""kn Kadamu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Fagwalo Ward"",""kn Fagwalo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"",""kn Unguwar Tudu Ward"",""kn Dorogo Unguwar Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rimin Gado Local Government Area"",""kn Doka-Dawa Ward"",""kn Indabo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Albasu Local Government Area"",""kn Hungu Ward"",""kn Hungu Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"",""kn Kabuga Ward"",""kn Kabuga Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"","""",""kn Toranke Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gezawa Local Government Area"",""kn Mesar Tudu Ward"",""kn Mesar Burmi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"","""",""kn Kadandani Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"",""kn Kabuga Ward"",""kn Kofar Waika Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bagwai Local Government Area"","""",""kn Rimin Dako Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Kwa Ward"",""kn Kwa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"","""",""kn Dalili Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"","""",""kn Karefa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Karaye Local Government Area"",""kn Tudun Kaya Ward"",""kn Tudun Kaya Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Wudil Local Government Area"","""",""kn Darki Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"",""kn Sabon Birni Ward"",""kn Tumfafi Health Post (GRZ)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"",""kn Gabasawa Ward"",""kn Chikawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Dawanau Ward"",""kn Chedi Mai Dala Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Doguwa Local Government Area"","""",""kn Unguwar Natsohuwa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"",""kn Galinja Ward"",""kn Galinja Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Garko Local Government Area"",""kn Zakarawa Ward"",""kn Kafinchiri Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kumbotso Local Government Area"",""kn Chalawa Ward"",""kn Rinkusawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bebeji Local Government Area"","""",""kn Gwarmai Ward (Bebeji)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"","""",""kn Galadanchi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"","""",""kn Jido Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Nassarawa Local Government Area"","""",""kn Giginyu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Muntsira Ward"",""kn Muntsira Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tsanyawa Local Government Area"",""kn Daddarawa Ward"",""kn Yammamman Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Gwanda Ward"",""kn Chesko Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"",""kn Dalili Ward"",""kn Hadeja Jama'are Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Gediya Ward"",""kn Kula Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"",""kn Dukawa Ward"",""kn Kunshama A Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"",""kn Yaryasa Ward"",""kn Yaryasa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Wudil Local Government Area"","""",""kn Achika Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rimin Gado Local Government Area"","""",""kn Zango Ward (RMG)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"","""",""kn Birji Maraya Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Garko Local Government Area"",""kn Katumari Ward"",""kn Sanni Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"",""kn Mandawari Ward"",""kn Sabon Sara Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rimin Gado Local Government Area"","""",""kn Gulu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bagwai Local Government Area"",""kn Rimin Dako Ward"",""kn Badodo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ungogo Local Government Area"",""kn Rijiyar Zaki Ward"",""kn Rimin Zakara Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dala Local Government Area"","""",""kn Kantudu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dala Local Government Area"","""",""kn Kofar Mazugal Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"",""kn Karmami Ward"",""kn Gumawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Wudil Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Garum Mallam Local Government Area"",""kn Dakasoye Ward"",""kn Dumaji Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Gediya Ward"",""kn Gediya Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Tumfafi Ward"",""kn Yakasai Health Post (DTF)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tarauni Local Government Area"","""",""kn Daurawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"","""",""kn Jita Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Nassarawa Local Government Area"",""kn Hotoro North Ward"",""kn Hotoro Arewa Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bebeji Local Government Area"",""kn Kuki  Ward"",""kn Kuki Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kabo Local Government Area"",""kn Durun Ward"",""kn Gabasawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Dawakin Tofa Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"",""kn Jama'a Ward"",""kn Malamawa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"","""",""kn Yautar Kudu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Warawa Local Government Area"",""kn Juma-Galadima Ward"",""kn Yar Tofa Health Post (WRA)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tofa Local Government Area"",""kn Langel Ward"",""kn Langel Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Sumaila Ward"",""kn Karofi Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"","""",""kn Kau Kau Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"",""kn Kadamu Ward"",""kn Kadamu Model PHC"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rimin Gado Local Government Area"",""kn Zango Ward (RMG)"",""kn Zango 2 Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"",""kn Kanwa Ward"",""kn Houseawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Kore Ward"",""kn Larabar Takuya Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Danbatta Local Government Area"",""97.3"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"",""kn Joda Ward"",""kn Santsi Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"","""",""kn Ajumawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Massu Ward"",""kn Mamiso Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Fagwalawa Ward"",""kn Katsarduwa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Nassarawa Local Government Area"",""kn Giginyu Ward"",""kn Kawo Health Post (NSR)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Warawa Local Government Area"",""kn Garun Dau Ward"",""kn Wambanto Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ungogo Local Government Area"",""kn Rangaza Ward"",""kn Sabon Rangaza Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Ajumawa Ward"",""kn Yammawa Wanzamai Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"",""kn Diso Ward"",""kn Diso Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Jajaye Ward"",""kn Barbaji Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"","""",""kn Jama'a Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kunchi Local Government Area"",""kn Shamakawa Ward"",""kn Gwadama Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tsanyawa Local Government Area"",""kn Zarogi Ward"",""kn Yakanawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rano Local Government Area"","""",""kn Rurum Sabon Gari Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tsanyawa Local Government Area"",""kn Kabagiwa Ward"",""kn Harbau Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gezawa Local Government Area"",""kn Gawo Ward"",""kn Yafata Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"","""",""kn Jan Dutse Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"",""kn Dawaki Ward"",""kn Dawaki Nursing Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Gaya Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kabo Local Government Area"","""",""kn Kanwa Kabo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"",""kn Madobi Ward"",""kn Gara Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bagwai Local Government Area"",""kn Wuro-Bagga Ward"",""Kn Ginzo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Albasu Local Government Area"",""kn Panda Ward"",""kn Umbara Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Kau Kau Ward"",""kn Yan Dutse Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Warawa Local Government Area"","""",""kn Amarawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kiru Local Government Area"",""kn Badafi Ward"",""kn Bargi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tofa Local Government Area"","""",""kn Joben Kudu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"","""",""kn Karfi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kabo Local Government Area"",""kn Kabo Ward"",""kn Kabo Cottage Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kabo Local Government Area"",""kn Gude Ward"",""kn Gude Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Gargari Ward"",""kn Gargari Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Gwangwan Ward"",""kn Gwangwan Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tarauni Local Government Area"",""kn Unguwa Uku Ward"",""kn Unguwa Uku Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Wudil Local Government Area"",""kn Dagumawa Ward"",""kn Yallahadi Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"","""",""kn Tsaure Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kunchi Local Government Area"","""",""kn Yan Dadi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gezawa Local Government Area"",""kn Zango Gezawa Ward"",""kn Zango Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tofa Local Government Area"",""kn Lambu Ward"",""kn Lambu Model Primary Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kibiya Local Government Area"","""",""kn Tarai Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"","""",""kn Satame Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tsanyawa Local Government Area"",""kn Yan Kamaye Ward"",""kn Yan Kamaye Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Takai Local Government Area"",""kn Durbunde Ward"",""kn Sakwaya Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"",""kn Gano Ward"",""kn Kun Kurawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Nassarawa Local Government Area"","""",""kn Hotoro North Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kunchi Local Government Area"",""kn Kasuwar Kuka Ward"",""kn Dan Kwai Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"","""",""kn Tamburawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"",""kn Karmami Ward"",""kn Karmami Maternal and Child Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"",""kn Gwaron Dutse Ward"",""kn Dausayi Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Takai Local Government Area"",""kn Fajewa Ward"",""kn Salmade Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"",""kn Fagwalo Ward"",""kn Yatsi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dala Local Government Area"",""kn Dala Ward"",""kn Rijiya Biyu Community Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"",""kn Alajawa Ward (ShanonoLGA)"",""kn Koya Dispensary"",""100.0"""
